screened_on,app_id,repository_url,revision,source_branch,license,ruby_version,rails_version,test_framework,prior_pair_screening,static_gate,github_status,commits_examined,conventional_fix_commits,nonbug_nonfix_commits,representative_fix_sha,representative_fix_subject,representative_fix_ruby_source_files,eligibility,reason,next_gate
2026-09-22,kevlar,https://github.com/adambutler/kevlar,c86ddc730a84129b22b34748725d70ef22f39c40,master,MIT,2.1.4,4.1.5,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,kitsu-server,https://github.com/hummingbird-me/kitsu-server,e6575ed9fd73ba8cccb920fe2e3f1ef873a71333,the-future,Apache-2.0,3.2.5,6.1.7.6,RSpec,none,passed,ok,100,0,84,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,klaxon,https://github.com/themarshallproject/klaxon,ad2cb6ca1219b94ee7b2a032308f72a3997469fc,main,MIT,3.4.8,~> 8.1.3,RSpec,none,passed,ok,100,0,99,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,lale-help,https://github.com/lale-help/lale-help,c9fad9ac4afdf1d77067a9696cbbedef61997efa,master,MIT,2.5.7,4.2.11.1,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,lentil,https://github.com/NCSU-Libraries/lentil,c31775447a52db1781c05f6724ae293698527fe6,master,MIT,not_declared,4.2.7.1,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,letter_opener_web,https://github.com/fgrehm/letter_opener_web,ff3b185099bb9a1cbd721929698bed71e533f194,master,MIT,not_declared,~> 6.1,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,libraries.io,https://github.com/librariesio/libraries.io,12dd49e9b935eadc69ab2afeeaa92fa640984b6f,main,AGPL-3.0,3.2.6,7.2.3.2,RSpec,none,passed,ok,100,2,92,b5a1a5c762f1c27b96727b7f633610083732bf8d,fix: [sc-47166] Libraries project webhook not 100% reliable (#3542),app/workers/project_updated_worker.rb,potential_pair_candidate,Passes static metadata and history gates; comparability is still unverified.,Resolve one fix/control method pair and verify an identical compatibility cell plus two green baselines on each parent.
2026-09-22,lobsters,https://github.com/jcs/lobsters,beae6a23db812f4a86e05a706a1f63b20ddf41c5,master,NOASSERTION,4.0.0,8.0.5,RSpec+Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,local_time,https://github.com/basecamp/local_time,3a55c6bed8221eb42c7a29de9eeaf3ed12a36171,main,MIT,2.7.8,7.1.5.1,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,locomotivecms-engine,https://github.com/locomotivecms/engine,87c66361f7f030465c88310f15911dc473fe2b58,master,NOASSERTION,not_declared,7.1.5.1,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,loomio,https://github.com/loomio/loomio,5eb8c33e884b2ae3746613abef8a8aaf074e6628,master,AGPL-3.0,4.0.5,~> 8.1.0,RSpec+Minitest,none,passed,ok,100,0,95,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,mailkick,https://github.com/ankane/mailkick,0e931e6e940817f119856c55600c7f928f34e454,master,MIT,not_declared,~> 8.1.0,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,manageiq,https://github.com/ManageIQ/manageiq,f757c193498aa62348573213dd2d28d735369460,master,Apache-2.0,>= 3.3.1,~>8.0.5,RSpec,none,passed,ok,100,0,90,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,markus,https://github.com/MarkUsProject/Markus,d11392e9aadaf0ee189dc006cfe39924b98153ab,master,MIT,not_declared,~> 8.1.3,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,mastodon,https://github.com/mastodon/mastodon,cd3c54095704d4d8232c3b23fd09fdbf4b4e6264,main,AGPL-3.0,>= 3.3.0,~> 8.1.0,RSpec,none,passed,ok,100,0,76,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,metrics,https://github.com/collectiveidea/metrics,f39f2f3a2694f8af77179e2031efc52085d1141f,master,not_declared,2.2.3,4.2.4,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,mission-of-mercy,https://github.com/mission-of-mercy/mission-of-mercy,dcf52a767057a4238dd3b9d8dc21b644df7fb1de,master,NOASSERTION,not_declared,~> 4.1.9,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,motorhead,https://github.com/amatsuda/motorhead,98ae51faee7e04684364ee52664a84f9f05a6b5f,master,MIT,not_declared,not_declared,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,notable,https://github.com/ankane/notable,7d5808a3771d8bbbea61afdd419ea5b95002c706,master,MIT,not_declared,~> 8.1.0,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,obtvse2,https://github.com/natew/obtvse2,50f0be612bdaeb9ed312091e56a3e32157cec382,master,MIT,2.0.0,~> 4.0,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,ohana-api,https://github.com/codeforamerica/ohana-api,e3ab28075a5fc2f2e15ce06403db5c1e785a7778,master,BSD-3-Clause,2.7.5,~> 5.2,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,on_ruby,https://github.com/phoet/on_ruby,cecf3e9f51b9a8e28c7ebf07bde6e7e8b0124785,master,not_declared,3.2.11,~> 7.2.0,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,onebody,https://github.com/churchio/onebody,0c109cc676853c8e95397dd59393d59ed7dd4976,master,AGPL-3.0,2.5.3,5.1.6,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,open-build-service,https://github.com/openSUSE/open-build-service,deea224cfb69dbdbc1fb23e62aefe7cffd8e2da5,master,GPL-2.0,3.4.2,not_declared,not_found,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,open-data-certificate,https://github.com/theodi/open-data-certificate,023f07fe4575a9f82915a6b6fabe46d482ac3149,master,MIT,2.2.7,~> 3.2,RSpec+Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,open-source-billing,https://github.com/vteams/open-source-billing,61cd6edfd224200b2d10ac1ac613444e96d5769a,master,GPL-3.0,2.7.1,~> 6.0.2,RSpec+Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,openfoodnetwork,https://github.com/openfoodfoundation/openfoodnetwork,fb223a6b58d942db5c2aba8eab949cf412bcf906,master,AGPL-3.0,3.4.8,7.2.3.2,RSpec,none,passed,ok,100,0,88,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,opengovernment,https://github.com/opengovernment/opengovernment,4dc9499f735b680c124f04100b1ab19146242a13,master,GPL-2.0,not_declared,3.0.19,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,openproject,https://github.com/opf/openproject,90af444144621258ea3125e8679c049b14068128,dev,GPL-3.0,4.0.6,~> 8.1.3,RSpec,none,passed,ok,100,0,84,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,openstreetmap-website,https://github.com/openstreetmap/openstreetmap-website,8b4d89a5e98d43bbad95294b6892d1b7641a9900,master,GPL-2.0,not_declared,~> 8.1.0,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,orientation,https://github.com/orientation/orientation,562c55418252b05c01140ec0ff102e4d451b4ef1,master,MIT,2.6.3,~> 5.2.3,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,osem,https://github.com/openSUSE/osem,b2270d0482896216385359fec491ecf0b85c5e7a,master,MIT,~> 3.3,~> 8.0,RSpec,none,passed,ok,100,1,93,f66eb8393c2b78135c32065b3f9a405ddb4e2255,fix(auth): allow event commercial management,app/models/ability.rb,potential_pair_candidate,Passes static metadata and history gates; comparability is still unverified.,Resolve one fix/control method pair and verify an identical compatibility cell plus two green baselines on each parent.
2026-09-22,pageflow,https://github.com/codevise/pageflow,53f94f6360479a2ce7e80c8021790c21eddfdd5d,master,MIT,not_declared,not_declared,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,panamax-ui,https://github.com/CenturyLinkLabs/panamax-ui,2c13334b5fbbf137b3cc7246eb4f48d70e507c04,master,Apache-2.0,2.1.2,4.1.7,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,panopticon,https://github.com/alphagov/panopticon,c9454e6b5f99c06cae7d2b3c7c1288a8db5bcec9,master,MIT,2.2.3,4.2.7.1,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,parliamentary-questions,https://github.com/ministryofjustice/parliamentary-questions,f60d38d886c4bafdcebe52f9f2beb09f97aadef4,main,MIT,3.4.9,~> 8.1.3,RSpec,none,passed,ok,100,0,91,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,payola,https://github.com/peterkeen/payola,a1dd9ff5753e649a733ba41f711dbb6f7833b009,master,NOASSERTION,not_declared,not_declared,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,peatio,https://github.com/peatio/peatio,40b9887f72eabc4b839d217a33dd7c1026cfa512,main,not_declared,not_declared,not_declared,not_found,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,pester,https://github.com/thoughtbot/pester,3986e373e5a79be115ccb02807568e77a3d9fc41,main,MIT,2.5.3,5.2.2.1,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,pghero,https://github.com/ankane/pghero,7edb57986ffd36f9d64f0830c4ccc90a5eac46d6,master,MIT,not_declared,not_declared,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,phez,https://github.com/phezco/phez,5458b476351248e0df4c6b1ff5b81725a4cbe14c,master,NOASSERTION,not_declared,4.2.3,RSpec+Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,plutus,https://github.com/mbulat/plutus,32cc7ae50d0ce529cfa50ddbaa2711c469a89ee1,master,NOASSERTION,3.3.2,not_declared,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,politwoops,https://github.com/sunlightlabs/politwoops,e1ce513ec75aa2ffc16fd4816630bdc3a1dc6f89,master,NOASSERTION,2.2.3,4.2.7,not_found,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,postal,https://github.com/atech/postal,d038eaa8c763d3cafa797ccd6f773d53470bd336,main,MIT,3.4.6,= 7.1.6,RSpec,none,passed,ok,100,31,67,3be663dc8931bd731516bafd6edff6b0fbd03df2,fix: give each worker process a unique locker identity (#3628),lib/postal/config.rb,potential_pair_candidate,Passes static metadata and history gates; comparability is still unverified.,Resolve one fix/control method pair and verify an identical compatibility cell plus two green baselines on each parent.
2026-09-22,postgresql_lo_streamer,https://github.com/diogob/postgresql_lo_streamer,a9e0af02af473bc434ebddc5ed02fc7ff8b046aa,master,MIT,not_declared,5.0.0.1,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,prague-server,https://github.com/controlshift/prague-server,7b935308790f7b2498c1d06db039645dfc00935f,master,NOASSERTION,2.4.3,5.1.4,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,projectmonitor,https://github.com/pivotal/projectmonitor,2b85d1701007d832cbc4b49aa3c94cbacb076884,master,BSD-2-Clause,~> 2.3.1,~> 4.2.6,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,publify,https://github.com/publify/publify,89cf322e4b469385d22e4fdff864c2816672e268,master,MIT,not_declared,not_declared,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,publisher,https://github.com/alphagov/publisher,35f01917edf895d59315232a49fcccd538ee5efd,main,MIT,4.0.3,8.1.3.1,RSpec+Minitest,none,passed,ok,100,0,96,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,pupilfirst,https://github.com/pupilfirst/pupilfirst,001ec461da8042f94d31288931a434898fc29a2a,master,NOASSERTION,3.2.2,~> 7.1.3,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,quick_search,https://github.com/NCSU-Libraries/quick_search,ba3e703fd67a80110610c563655a318afd7b0c68,master,MIT,not_declared,6.1.7.4,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,radiant,https://github.com/radiant/radiant,756bb49653e8dc234a19ac212a545aa0cc4fa1b7,master,MIT,not_declared,2.3.18,RSpec+Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,rapidfire,https://github.com/code-mancers/rapidfire,be4012be66c8a3df44e6ee21f1ade8d1cfcc068b,master,MIT,not_declared,~> #{ENV[,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,rapporteur,https://github.com/envylabs/rapporteur,73cc86bc8d7fbb65b91d3ebf2395ee34db830786,main,MIT,4.0.6,~> 8.0,RSpec,none,passed,ok,100,1,97,"","","",fix_without_production_ruby_change,"Conventional fixes were found, but none changed a production .rb file in the inspected window.",Exclude from the automatic-method study unless manually reviewed.
2026-09-22,rave-server,https://github.com/ministryofjustice/rave-server,21441b8ce869e463d44c3bc2ee86c359ca67e2d0,master,MPL-2.0,ruby-2.1.5@rave-server,4.1.8,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,redmine,https://github.com/edavis10/redmine,2d6f552599d0e632953372b7a942a5eaab099631,master,not_declared,>= 2.5.0,6.1.4.7,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,refinerycms,https://github.com/refinery/refinerycms,34438aae76d087246039cd24755187844d796737,main,MIT,not_declared,not_declared,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,remit,https://github.com/mysociety/remit,10fb1e75fb6283d7b1b5b16deb99aab3b2df61a0,master,NOASSERTION,not_declared,4.2.7.1,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,rescue-rails,https://github.com/ophrescue/RescueRails,b718a5c8ce0d5609dbcca9442164f13fe0826db1,master,Apache-2.0,3.3.12,~> 7.2.0,RSpec,none,passed,ok,100,0,87,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,reservations,https://github.com/YaleSTC/reservations,2d5f0b2511a50787d79023bb3bbd148160dc3cc2,master,MIT,2.6.5,~> 6.0.3.1,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,ror_ecommerce,https://github.com/drhenner/ror_ecommerce,6139e268919b7f6a381a6b6e2c7caef8f322e50d,master,MIT,3.3.8,~> 8.1.0,RSpec+Minitest,none,passed,ok,100,0,91,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,ruby-bench-web,https://github.com/ruby-bench/ruby-bench-web,c65f3acd83f196d14dc9ff16716fa0e5591473f3,master,MIT,not_declared,5.0.7,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,ruby-china,https://github.com/ruby-china/ruby-china,0bad08a46d205544af189fa53d1b70a2b32a1e20,main,MIT,not_declared,~> 8,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,rubygems,https://github.com/rubygems/rubygems.org,e2332aaa393a483ca8e6e4f46beee203530012f1,master,MIT,4.0.6,~> 8.1.3,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,rubytogether.org,https://github.com/rubytogether/rubytogether.org,37a8dd13b57ac6fe5711e4a1fa6b753854d13701,main,MIT,3.0.2,~> 6.1.4,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,rubytoolbox,https://github.com/rubytoolbox/rubytoolbox,7045001c8c05f09427a2ed376d4a8e7474c63c02,main,MIT,4.0.6,~> 8.0,RSpec,none,passed,ok,100,0,94,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,rucaptcha,https://github.com/huacnlee/rucaptcha,b1547911f9875b712d41d52f7cec92c0970195de,main,MIT,not_declared,~> 6.0.0,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,sail,https://github.com/vinistock/sail,65f7bcadd155fff87088d15730356cd5ce33dd17,master,NOASSERTION,not_declared,6.1.5,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,samson,https://github.com/zendesk/samson,8f4fc17b44cf354ae89e32ee984e5d37e5f1ae29,master,NOASSERTION,3.3.8,not_declared,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,scumblr,https://github.com/Netflix/Scumblr,66ed69a91c65527010f970a746a87557bf9b0856,master,Apache-2.0,2.3.1,4.2.10,RSpec+Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,searchjoy,https://github.com/ankane/searchjoy,c3aa55e5d5a2eb33e6be1ca40408488f46775818,master,MIT,not_declared,not_declared,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,sharetribe,https://github.com/sharetribe/sharetribe,79472ddd8d52ea6657a08510ec88d266ee57b6cb,master,NOASSERTION,3.4.8,8.1.2,RSpec+Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,shipit-engine,https://github.com/Shopify/shipit-engine,b880965b2768820bb87e07a402df1dc24576332d,main,MIT,3.4.9,8.1.2,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,shopify_app,https://github.com/Shopify/shopify_app,eec09b2f8d2d469c08456f27324df366a671f866,main,MIT,3.2.2,~> 7.1.0,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,showterm.io,https://github.com/ConradIrwin/showterm.io,3e03c5788f9f620ac37495f49c79bde1dd7361ef,master,MIT,2.2.2,4.1.1,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,signonotron2,https://github.com/alphagov/signonotron2,b588d969f0312fc0fc0a9b6c069c62bb7e391844,main,MIT,4.0.6,8.1.3.1,RSpec+Minitest,none,passed,ok,100,0,99,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,snibox,https://github.com/snibox/snibox,c756dfffbf2cda8a33a66c2bc4d7da0584fcbcbe,master,not_declared,>= 2.5.0,~> 5.2,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,solidus,https://github.com/solidusio/solidus,f79ddaafd680445487715f45ed1e480b8be79d37,main,NOASSERTION,not_declared,not_declared,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,spectre,https://github.com/wearefriday/spectre,f8192087021fc0b4e06c87f05f2a05f864b66e24,master,MIT,2.7.1,5.0.7.2,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,spina,https://github.com/denkGroot/Spina,740e20e8f1ffa933812110aaec00d192768255db,master,NOASSERTION,2.6.1,5.2.3,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,spree,https://github.com/spree/spree,403c25165023ab0e703372058eeaf668745ea441,main,BSD-3-Clause,not_declared,not_declared,not_found,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,squash-web,https://github.com/SquareSquash/web,e73f2805f9eb30780a5c213b001f0f4255660fbf,master,Apache-2.0,2.3.0,4.2.5.2,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,stripe_event,https://github.com/integrallis/stripe_event,0be8805ffe082d42eff27b69dfa5cb504e65c2e9,master,MIT,not_declared,not_declared,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,talking_stick,https://github.com/mojolingo/talking_stick,da9d2fa08be9a5574b6d6f8018984b064bc86ad0,develop,NOASSERTION,not_declared,not_declared,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No clear open-source license in the inventory.,None; excluded before GitHub history scan.
2026-09-22,test_track,https://github.com/Betterment/test_track,5ed526bea5bcfd30fec9614cd2d4a1e768b0437c,main,MIT,3.4.10,~> 7.2.0,RSpec,rejected_for_now,passed,ok,100,2,92,81a8c5bca8d43d0d42219d473a127536d6fdce89,fix: Check for DD_TRACE_AGENT_URL (#280),config/initializers/datadog.rb,excluded_by_prior_pair_screening,Prior static pair review rejected this project: The conventional fix only changes a Datadog initializer condition; nearby post-Ruby-3.4 commits have no comparable resolved nonfix method subject,None; use another project unless a new comparable method control is identified.
2026-09-22,theodinproject,https://github.com/TheOdinProject/theodinproject,1c9cb437202cf75295704bba975a0d0c96fc8000,main,MIT,3.4.6,8.1.3,RSpec,none,passed,ok,100,0,87,"","","",no_conventional_fix_in_window,No Conventional Commit fix: subject appeared in the latest 100 commits.,Expand the read-only history window only if this project becomes strategically interesting.
2026-09-22,thredded,https://github.com/thredded/thredded,a9c234692736070b8ac4e7dce9b6bf7d38559688,main,MIT,not_declared,not_declared,RSpec,none,rejected,not_queried,0,0,0,"","","",static_ineligible,Ruby version does not declare support at or above 3.2.,None; excluded before GitHub history scan.
2026-09-22,timeoverflow,https://github.com/coopdevs/timeoverflow,ddaec8a77e24e2595c9fbfc9e9a25627fe3ecdab,develop,AGPL-3.0,3.2.2,~> 7.2,RSpec,none,passed,ok,100,2,87,10608592421e986d03f8531ce38ccc700af1d6c2,fix: handle missing category translations gracefully (#830),app/helpers/categories_helper.rb; app/models/category.rb,potential_pair_candidate,Passes static metadata and history gates; comparability is still unverified.,Resolve one fix/control method pair and verify an identical compatibility cell plus two green baselines on each parent.
2026-09-22,tolk,https://github.com/tolk/tolk,ced953b00732acfacf3c95ebc6b994fb17137358,main,MIT,not_declared,not_declared,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,tomatoes,https://github.com/potomak/tomatoes,93a7cd0a994fae15ce83f5abe00b96862eff8a11,master,MIT,2.4.10,~> 5.1,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
2026-09-22,tracks,https://github.com/TracksApp/tracks,8dcca98c6c48404d8328bbee220a8b19d48799ce,master,GPL-2.0,3.3,~> 7.2,Minitest,none,rejected,not_queried,0,0,0,"","","",static_ineligible,No RSpec integration declared in the inventory.,None; excluded before GitHub history scan.
